,SLR_sm_Relative H,SLR_sm_Precipitat,SLR_sm_Wind Speed,SLR_sm_Atmospheri,SLR_sm_Net Radiat,SLR_sm_Wind Direc,SLR_sm_Global Rad,SLR_sm_Temperatur,SLR_sm_traffic,SLR_0-15m,SLR_15-30m,SLR_30-45m,SLR_45-60m,SLR_EURO_3,SLR_EURO_2,SLR_EURO_4,SLR_EURO_5,SLR_EURO_1,SLR_EURO_6,SLR_EURO_7,SLR_VType_4,SLR_VType_3,SLR_VType_1,SLR_VType_2,SLR_FType_1,SLR_FType_2,SLR_FType_4,SLR_FType_5,SLR_FType_3,SLR_DPF_2,SLR_DPF_1,SLR_small_len,SLR_med_len,SLR_weekend,SLR_morning,SLR_mid_day,SLR_evening
59,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
60,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
61,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
62,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
63,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
64,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
65,Acceptable,,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
66,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
67,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
68,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
69,Acceptable,Acceptable,,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
70,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
71,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
72,Acceptable,Acceptable,Acceptable,Good,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
73,Acceptable,Mediocre,,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
74,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
75,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
76,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
77,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
78,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
79,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
80,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
81,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
82,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
83,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
84,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
85,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
86,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
87,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
88,Acceptable,Mediocre,Good,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
89,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
90,Acceptable,Acceptable,Acceptable,Good,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
91,Acceptable,Acceptable,Acceptable,Good,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
92,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
93,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
94,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
95,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
96,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
97,Poor,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
98,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
99,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
100,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
101,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
102,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
103,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
104,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
105,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
106,Mediocre,Mediocre,Mediocre,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
107,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
108,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
109,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
110,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
111,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
112,Acceptable,,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
113,Mediocre,Mediocre,Mediocre,Poor,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
114,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
115,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
116,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
117,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
118,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
119,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
