timestamp,Sulf,Ammo,Tota,Blac,Benz,Ozon,PM2.,PM10,Nitr,Carb,Relative H,Precipitat,Wind Speed,Atmospheri,Net Radiat,Wind Direc,Global Rad,Temperatur,sm_Relative H,sm_Precipitat,sm_Wind Speed,sm_Atmospheri,sm_Net Radiat,sm_Wind Direc,sm_Global Rad,sm_Temperatur,traffic,sm_traffic,EURO_3,EURO_2,EURO_4,EURO_5,EURO_1,EURO_6,EURO_7,VType_4,VType_3,VType_1,VType_2,FType_1,FType_2,FType_4,FType_5,FType_3,DPF_2,DPF_1,small_len,med_len,lg_len,mon,tue,wed,thu,fri,sat,sun,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0-15m,15-30m,30-45m,45-60m
2013-11-15 00:00:00,37.0,1.135999999999999,35.333333333333336,1.9283000000000001,0.5189999999999999,9.333333333333334,30.5,17.0,38.375,0.9749999999999999,97.0,4.416,1.516444444444445,993.4,-7.0,132.95666666666668,0.0,8.65,86.8192337137454,1.1838133411445686,1.6444184791481264,995.9416378473705,-2.0576479403066115,86.0129400396079,11.166879360508212,10.150695536262017,4138,7897.8806977173,120,14,423,1607,4,1505,29,3556,88,21,40,1381,1797,289,235,3,2432,1265,200,3439,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,1101,993,799
2013-11-15 01:00:00,25.0,1.2369999999999992,26.666666666666668,1.65875,0.43700000000000006,16.666666666666668,21.0,15.0,30.375,0.875,97.0,6.351,1.5636666666666672,993.2,-7.0,287.9916666666667,0.0,7.666666666666667,88.85538697099634,1.8302506729156551,1.61882367220739,995.4333102778965,-3.0461183522452897,95.40168536501966,8.93350348840657,9.850556429009615,1869,7145.904558173841,61,5,214,689,0,678,11,1565,57,14,23,539,879,140,100,1,1041,615,81,1544,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,496,399,333
2013-11-15 02:00:00,18.0,1.32,16.666666666666668,1.3342000000000005,0.3202500000000001,25.666666666666668,14.0,11.333333333333334,21.625,0.8,96.8,4.800000000000001,1.9696666666666667,993.4,-8.0,299.46,0.0,7.1000000000000005,90.48430957679707,2.7344005383325243,1.6077922710992456,994.9866482223172,-3.836894681796232,133.91968162534906,7.146802790725257,9.413778476541026,941,6090.5236465390735,27,2,113,308,1,364,4,754,50,14,1,262,437,69,51,0,518,300,40,767,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,264,193,194
2013-11-15 03:00:00,18.0,1.328,13.333333333333334,1.3151500000000005,0.31775000000000014,28.333333333333332,11.5,10.333333333333334,19.0,0.8,96.4,0.95,2.383,992.9,-10.0,127.55833333333334,0.0,7.166666666666667,91.74744766143766,3.1475204306660194,1.6801671502127298,994.6693185778538,-4.6695157454369856,167.02774530027926,5.717442232580206,8.95102278123282,747,5060.618917231259,26,3,104,256,0,256,3,564,72,11,1,187,378,46,37,0,424,224,20,613,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,170,180,193
2013-11-15 04:00:00,16.0,1.324,12.333333333333334,1.3180500000000004,0.3165000000000001,27.0,11.0,10.0,18.375,0.8,95.0,0.12200000000000001,1.6182222222222222,992.6,-10.0,81.51,0.0,7.283333333333332,92.67795812915013,2.708016344532816,1.820733720170184,994.3154548622831,-5.735612596349588,159.1338629068901,4.573953786064165,8.594151558319592,782,4197.895133785007,32,2,108,306,0,244,4,572,107,15,2,201,391,74,30,0,442,254,30,648,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,201,243
2013-11-15 05:00:00,19.0,1.2579999999999998,15.0,1.5738500000000002,0.3185000000000001,20.666666666666668,13.0,10.666666666666666,20.875,0.8,94.6,0.0015000000000000002,0.9508888888888891,992.9,-11.0,147.26833333333335,0.0,7.433333333333334,93.1423665033201,2.1908130756262527,1.7802314205805918,993.9723638898265,-6.588490077079671,143.60909032551208,3.6591630288513324,8.33198791332234,1572,3514.716107028006,102,5,224,627,3,431,8,1051,268,61,20,434,775,150,41,0,936,451,42,1256,102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,373,413,499
2013-11-15 06:00:00,27.0,1.2769999999999997,20.333333333333332,1.6956,0.3415000000000001,15.0,15.0,18.0,28.25,0.8999999999999999,96.8,1.419,0.9564444444444443,993.5,-7.0,249.6883333333333,0.0,7.3,93.4338932026561,1.7529504605010022,1.6143629142422513,993.7578911118613,-7.4707920616637375,144.34093892707634,2.927330423081066,8.152256997324539,4270,3126.172885622405,183,16,669,1749,5,1241,21,2784,871,149,82,1086,2271,440,87,2,2593,1254,128,3461,296,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,850,1234,1646
2013-11-15 07:00:00,43.0,1.2999999999999998,41.333333333333336,2.0057500000000004,0.36299999999999993,8.333333333333334,39.0,36.333333333333336,46.75,1.0,97.2,2.601,1.2335555555555553,993.9,-6.0,292.1333333333333,0.0,7.166666666666668,94.10711456212488,1.686160368400802,1.48277922028269,993.7063128894891,-7.376633649330991,165.41041780832774,2.341864338464853,7.981805597859632,9025,3354.938308497924,326,46,1110,3524,4,2876,73,6070,1540,194,161,2389,4303,1049,216,7,5013,2861,470,7054,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038,2615,1866,2506
2013-11-15 08:00:00,69.0,1.4779999999999995,68.0,2.6714500000000005,0.5009999999999999,5.333333333333333,54.0,50.666666666666664,59.375,1.175,97.4,0.651,1.2321111111111114,994.9,-6.0,256.1533333333333,0.0,7.199999999999999,94.7256916496999,1.8691282947206416,1.4329344873372631,993.7450503115913,-7.101306919464793,190.75500091332887,1.8734914707718826,7.81877781162104,11956,4488.950646798339,422,126,1337,3555,5,3725,101,7754,1236,143,147,3256,4297,1302,416,9,5819,3355,1403,7561,307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,2858,2984,3272
2013-11-15 09:00:00,91.0,1.643,80.73,3.4290500000000015,0.6354999999999998,5.0,73.5,58.0,62.875,1.325,97.2,2.1025,1.1729999999999998,996.1,1.0,168.76666666666668,0.0,7.416666666666667,95.26055331975992,1.6255026357765134,1.3927698120920329,993.9760402492731,-6.881045535571835,203.83466739732978,1.4987931766175062,7.695022249296832,11714,5982.360517438672,398,99,1145,3822,16,3867,87,7791,1369,146,143,3406,4460,1145,422,16,5869,3489,1234,7865,338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153,2994,2801,2766
2013-11-15 10:00:00,68.0,1.8119999999999996,68.0,3.679700000000002,0.7679999999999998,5.333333333333333,68.0,50.0,52.75,1.25,97.6,1.3005,1.100111111111111,997.3,6.0,224.10999999999999,0.0,7.916666666666667,95.64844265580794,1.7209021086212108,1.3488158496736262,994.4008321994186,-5.3048364284574685,196.82106725119718,1.199034541294005,7.639351132770799,10611,7128.688413950938,284,51,852,3938,10,4011,79,7372,1525,229,112,2803,4750,1237,435,13,5517,3626,689,8195,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,2688,2529,2538
2013-11-15 11:00:00,91.0,1.9389999999999998,96.0,3.9294000000000033,0.7944999999999999,4.666666666666667,82.0,48.0,59.625,1.3499999999999999,97.8,1.451,1.2622222222222226,998.5,9.0,284.12,0.0,7.983333333333333,96.03875412464635,1.6368216868969687,1.2990749019611232,994.980665759535,-3.043869142765975,202.27885380095776,0.9592276330352041,7.694814239549974,10349,7825.150731160751,273,43,750,3874,11,4120,88,7354,1518,194,104,2697,4812,1209,441,11,5396,3690,604,8233,326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2531,2689,2628,2501
2013-11-15 12:00:00,95.0,1.7499999999999998,89.66666666666667,3.662450000000002,0.7552499999999999,5.0,77.5,59.333333333333336,61.875,1.225,97.6,0.7010000000000001,1.3753333333333337,999.4,9.0,329.7916666666667,1.0,7.766666666666667,96.39100329971708,1.599657349517575,1.2917043660133432,995.6845326076281,-0.6350953142127802,218.64708304076623,0.7673821064281633,7.752518058306646,9341,8329.9205849286,266,41,703,3517,5,3570,83,6955,981,129,129,2634,4079,1020,452,9,4944,3194,578,7353,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2287,2355,2337,2362
2013-11-15 13:00:00,83.0,1.6540000000000001,79.66666666666667,3.5827500000000017,0.8292499999999998,5.666666666666667,69.5,60.333333333333336,61.25,1.25,97.4,0.8009999999999999,1.3632222222222223,1000.2,37.0,311.145,38.0,7.733333333333332,96.63280263977367,1.4199258796140601,1.3084301594773413,996.4276260861025,1.2919237486297759,240.87599976594635,0.8139056851425306,7.755347779978651,8614,8532.13646794288,262,47,674,3153,8,3241,88,6325,921,106,127,2384,3776,919,393,7,4481,2936,557,6685,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2196,2272,2104,2042
2013-11-15 14:00:00,75.0,1.5579999999999998,70.33333333333333,3.2895000000000008,0.8252499999999997,6.0,62.5,51.0,57.375,1.25,97.2,0.401,1.4123333333333337,1001.0,29.0,319.7966666666667,50.0,8.05,96.78624211181895,1.2961407036912482,1.3193885720263177,997.1821008688821,8.43353899890382,254.9297998127571,8.251124548114024,7.750944890649588,8885,8548.509174354305,254,33,773,3267,9,3319,80,6466,1083,79,112,2443,3940,966,385,6,4644,3027,641,6846,248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2089,2152,2187,2457
2013-11-15 15:00:00,60.0,1.0679999999999996,66.0,2.908150000000001,0.6584999999999999,6.333333333333333,59.0,43.333333333333336,55.5,1.175,97.4,0.45099999999999996,1.5201111111111114,1002.0,19.0,313.63,16.0,8.066666666666665,96.86899368945517,1.1171125629529988,1.3379775242877208,997.9456806951058,12.546831199123059,267.903173183539,16.60089963849122,7.810755912519672,9005,8615.807339483445,269,57,725,3335,7,3449,71,6753,953,92,123,2617,3848,1000,448,8,4859,3002,607,7066,244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2333,2198,2187,2287
2013-11-15 16:00:00,58.0,0.9969999999999999,58.666666666666664,2.7045500000000007,0.6117499999999998,6.666666666666667,52.5,42.333333333333336,55.25,1.125,97.2,0.30100000000000005,1.6172222222222226,1003.0,14.0,315.89166666666665,13.0,7.900000000000001,96.97519495156415,0.9838900503623991,1.3744042416523992,998.7565445560847,13.837464959298448,277.0485385468312,16.48071971079298,7.861938063349071,8564,8693.645871586756,252,33,747,3151,6,3208,78,6570,722,72,122,2533,3621,918,403,11,4614,2835,532,6752,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2154,2181,2143,2086
2013-11-15 17:00:00,55.0,1.0179999999999996,60.333333333333336,2.7164,0.6932499999999998,6.0,52.5,53.0,58.375,1.225,97.2,0.44100000000000006,1.5441111111111114,1004.1,-3.0,317.61,0.0,8.066666666666666,97.02015596125132,0.8473120402899194,1.4229678377663637,999.6052356448678,13.86997196743876,284.8171641707983,15.784575768634383,7.869550450679258,8480,8667.716697269405,234,50,710,3072,2,3175,59,6663,457,46,141,2506,3483,870,443,5,4480,2797,581,6531,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2131,2058,2185,2106
2013-11-15 18:00:00,53.0,1.3269999999999995,74.66666666666667,3.239600000000001,0.7109999999999999,5.333333333333333,57.0,64.33333333333333,62.75,1.3499999999999999,96.8,0.05,1.2916666666666665,1005.2,-8.0,315.09666666666664,0.0,8.250000000000002,97.05612476900106,0.7660496322319356,1.4471964924353133,1000.5041885158943,10.49597757395101,291.3757313366387,12.627660614907507,7.90897369387674,8186,8630.173357815525,230,41,678,2791,5,3107,106,6510,276,29,148,2462,3221,831,444,5,4322,2616,632,6155,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2058,2079,2016,2033
2013-11-15 19:00:00,66.0,1.383,90.0,3.5271000000000017,0.8817499999999998,5.0,57.0,69.66666666666667,65.75,1.5250000000000001,95.6,0.0,0.9655555555555555,1006.2,-9.0,268.22666666666663,0.0,8.533333333333333,97.00489981520086,0.6228397057855485,1.416090527281584,1001.4433508127154,6.796782059160808,296.1199184026443,10.102128491926006,7.977178955101392,10030,8541.33868625242,338,47,955,3687,11,3786,97,8585,216,20,106,3518,4324,685,393,7,5514,3392,632,8164,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1974,1850,3449,2757
2013-11-15 20:00:00,70.0,1.5530000000000006,107.66666666666667,3.922300000000003,0.9782499999999997,4.666666666666667,67.5,92.66666666666667,69.125,1.625,93.8,0.0,0.9248888888888889,1006.9,-6.0,268.055,0.0,8.950000000000001,96.72391985216069,0.4982717646284388,1.3259835329363785,1002.3946806501724,3.637425647328647,290.54126805544877,8.081702793540805,8.08840983074778,10165,8839.070949001936,318,41,1014,3866,10,3848,108,8943,182,13,73,3702,4433,660,409,7,5862,3332,587,8536,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2764,2756,2468,2177
2013-11-15 21:00:00,84.0,2.035999999999999,104.0,4.183500000000002,1.08425,4.666666666666667,81.5,112.66666666666667,68.75,1.525,93.6,0.0,1.0896666666666666,1007.2,-5.0,280.18833333333333,0.0,9.116666666666667,96.13913588172856,0.39861741170275106,1.2457646041268808,1003.295744520138,1.7099405178629175,286.04401444435905,6.465362234832644,8.260727864598225,6621,9104.25675920155,201,16,744,2523,4,2375,66,5759,100,25,48,2378,2809,444,298,3,3921,2000,422,5456,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1946,1702,1538,1435
2013-11-15 22:00:00,83.0,1.996,92.33333333333333,4.052100000000002,0.931,5.0,79.5,76.0,63.0,1.35,93.2,0.1,1.0335555555555558,1007.5,-6.0,277.4083333333333,0.0,9.166666666666666,95.63130870538285,0.31889392936220085,1.2145450166348382,1004.0765956161105,0.3679524142903341,284.87287822215393,5.172289787866116,8.431915625011914,5725,8607.60540736124,201,19,663,2193,10,2076,40,5037,102,16,47,2146,2426,391,239,0,3473,1724,327,4818,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1362,1350,1446,1567
2013-11-15 23:00:00,61.0,1.5479999999999996,82.33333333333333,3.783350000000002,0.8574999999999999,5.333333333333333,66.5,72.66666666666667,57.75,1.425,92.8,0.0,1.0988888888888888,1007.4,-7.0,265.09,0.0,9.15,95.14504696430629,0.2751151434897607,1.1783471244189818,1004.7612764928884,-0.9056380685677329,283.3799692443898,4.1378318302928925,8.578865833342865,6313,8031.084325888992,243,22,734,2535,1,2142,38,5568,96,16,35,2458,2607,427,223,0,3901,1808,375,5289,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1601,1535,1606,1571
2013-11-16 00:00:00,67.0,1.9429999999999998,70.0,3.6376500000000016,0.9007499999999999,5.0,57.5,64.66666666666667,53.125,1.3499999999999999,92.6,0.0,0.8454444444444444,1007.4,-13.0,279.13,0.0,9.083333333333334,94.67603757144504,0.22009211479180857,1.1624554773129634,1005.2890211943109,-2.124510454854186,279.7219753955119,3.3102654642343143,8.693092666674293,5321,7687.467460711194,175,22,577,2102,6,1910,44,4704,80,15,42,2096,2198,341,201,5,3307,1525,318,4472,51,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,1351,1319,1158
2013-11-16 01:00:00,72.0,1.4809999999999994,73.0,3.6572000000000027,0.8897499999999999,5.0,57.5,52.666666666666664,50.625,1.3499999999999999,92.8,0.0,0.8453333333333335,1007.6,-12.0,323.0683333333333,0.0,9.0,94.26083005715603,0.17607369183344687,1.0990532707392597,1005.7112169554488,-4.299608363883349,279.60358031640953,2.6482123713874515,8.771140800006101,3526,7214.173968568955,120,8,424,1358,2,1228,27,3073,59,2,33,1325,1477,242,123,0,2158,1008,224,2905,38,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,918,871,640
2013-11-16 02:00:00,70.0,2.005000000000001,68.66666666666667,3.7200500000000005,0.8422499999999999,4.666666666666667,66.0,42.333333333333336,48.375,1.325,93.6,0.0,0.8508888888888888,1007.6,-17.0,247.4433333333333,0.0,8.983333333333333,93.96866404572482,0.1408589534667575,1.0483092832580745,1006.0889735643591,-5.83968669110668,288.2965309197943,2.1185698971099614,8.816912640004881,2218,6476.539174855165,88,10,275,827,4,782,11,1902,57,12,26,817,942,147,91,0,1356,640,118,1844,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,547,514,467
2013-11-16 03:00:00,75.0,1.6049999999999995,67.33333333333333,3.7981500000000006,0.8835,4.666666666666667,66.5,35.666666666666664,45.125,1.325,94.6,0.0,0.6774444444444445,1007.6,-42.0,170.79999999999998,0.0,8.666666666666666,93.89493123657986,0.11268716277340601,1.0088252043842374,1006.3911788514873,-8.071749352885345,280.12589140250213,1.6948559176879692,8.850196778670572,1507,5624.831339884133,43,5,206,529,2,539,7,1243,52,14,22,508,658,90,75,0,872,457,52,1244,35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,397,369,352
2013-11-16 04:00:00,54.0,2.204,71.0,3.8895500000000016,0.9319999999999999,4.333333333333333,68.5,28.0,40.375,1.2999999999999998,96.4,0.0,0.9078888888888889,1007.6,-37.0,199.87833333333333,0.0,8.216666666666667,94.0359449892639,0.09014973021872481,0.9425490523962788,1006.6329430811899,-14.857399482308276,258.2607131220017,1.3558847341503755,8.813490756269792,1378,4801.265071907306,36,5,175,550,0,461,4,1090,97,20,24,458,615,87,71,0,826,405,74,1120,37,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,364,306,349
2013-11-16 05:00:00,58.0,1.588,80.66666666666667,4.2362,0.7754999999999997,4.666666666666667,67.5,29.333333333333332,39.875,1.35,96.6,0.018000000000000002,0.7448888888888887,1007.6,-36.0,266.3383333333333,0.0,7.683333333333333,94.50875599141112,0.07211978417497986,0.9356170196948008,1006.8263544649519,-19.28591958584662,246.58423716426802,1.0847077873203004,8.694125938349167,1518,4116.612057525846,60,8,208,577,2,504,2,1120,177,30,34,416,762,121,62,0,874,479,55,1216,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,404,375,385
2013-11-16 06:00:00,75.0,1.6259999999999994,98.33333333333333,4.382099999999999,0.8302499999999997,5.0,77.0,48.0,42.75,1.5,97.0,0.0,0.8832222222222224,1007.5,-33.0,333.13166666666666,0.0,7.416666666666667,94.9270047931289,0.061295827339983885,0.8974713935336185,1006.9810835719616,-22.628735668677297,250.53505639808108,0.8677662298562403,8.491967417346,2407,3596.8896460206765,121,5,400,949,4,677,17,1666,384,64,59,680,1203,240,50,0,1488,673,76,1946,150,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,568,676,759
2013-11-16 07:00:00,105.0,2.23,129.33333333333334,4.783000000000001,1.035,5.0,83.0,75.66666666666667,49.625,1.75,97.0,0.0,0.8035555555555557,1007.4,-34.0,193.68999999999997,0.0,7.216666666666666,95.34160383450313,0.04903666187198711,0.8946215592713394,1007.0848668575693,-24.70298853494184,267.0543784517982,0.6942129838849923,8.276907267210134,4187,3358.9117168165417,204,23,715,1652,7,1190,26,2915,708,109,85,1247,2106,383,80,0,2552,1220,164,3440,211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,889,1118,1484
2013-11-16 08:00:00,115.0,1.9639999999999997,180.66666666666666,5.3095500000000015,1.4580000000000002,5.333333333333333,88.5,100.33333333333333,57.25,1.975,96.2,0.018000000000000002,0.7432222222222223,1007.4,-29.0,280.005,0.0,7.1499999999999995,95.67328306760251,0.03922932949758969,0.8764083585281827,1007.1478934860555,-26.562390827953475,252.38150276143855,0.5553703871079939,8.06485914710144,6206,3524.529373453234,258,36,875,2366,9,1891,50,4607,697,94,88,2053,2770,532,128,3,3612,1833,314,4966,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,1375,1641,1855
2013-11-16 09:00:00,108.0,1.848,163.33333333333334,6.173150000000001,1.475,5.0,121.0,110.66666666666667,60.0,2.025,92.8,0.0,0.8267777777777777,1007.8,0.0,232.80666666666664,114.0,8.35,95.778626454082,0.03498346359807175,0.8497711312669907,1007.1983147888445,-27.049912662362782,257.9062022091508,0.44429630968639516,7.881887317681152,8881,4060.8234987625874,380,53,1113,3332,21,2859,65,6940,665,124,95,3197,3759,668,198,2,5149,2637,602,7034,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,2108,2255,2599
2013-11-16 10:00:00,137.0,3.5669999999999997,125.33333333333333,5.365800000000002,1.286,5.666666666666667,105.5,93.33333333333333,61.125,1.6500000000000001,86.4,0.0,1.0386666666666664,1008.0,105.0,164.95166666666665,244.0,10.416666666666668,95.18290116326561,0.0279867708784574,0.8451724605691482,1007.3186518310756,-21.639930129890228,252.886295100654,23.155437047749118,7.9755098541449225,10747,5024.8587990100705,456,75,1317,3802,15,3710,99,8682,588,112,95,4094,4470,713,196,4,6146,3302,761,8528,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,2623,2662,2865
2013-11-16 11:00:00,79.0,3.5649999999999995,96.33333333333333,3.616000000000001,0.9870000000000001,6.666666666666667,76.5,73.33333333333333,53.25,1.3,81.6,0.0,1.1992222222222224,1008.1,189.0,122.79666666666667,332.0,11.616666666666667,93.42632093061249,0.022389416702765924,0.8838713017886519,1007.4549214648606,3.6880558960878176,235.29936941385654,67.3243496381993,8.463741216649272,11034,6169.287039208057,436,88,1268,3981,16,3716,116,8943,523,78,81,4194,4527,650,250,4,6201,3394,783,8691,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2651,2772,2824,2787
2013-11-16 12:00:00,61.0,3.3810000000000007,63.333333333333336,2.6131500000000005,0.9352499999999999,9.666666666666666,57.0,56.333333333333336,46.75,1.225,76.6,0.0015000000000000002,1.1206666666666665,1007.8,231.0,146.49666666666667,382.0,12.866666666666667,91.06105674449,0.01791153336221274,0.9469414858753661,1007.5839371718886,40.750444716870255,212.7988288644186,120.25947971055945,9.094326306652752,10746,7142.229631366446,431,67,1194,3830,26,3685,137,8860,359,74,84,4142,4407,610,208,10,5983,3364,790,8450,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2722,2703,2768,2553
2013-11-16 13:00:00,50.0,0.9439999999999994,57.0,2.4542,0.8832499999999999,13.0,52.0,43.0,46.375,1.1749999999999998,73.8,0.02299999999999999,1.1745555555555556,1007.3,238.0,152.88333333333333,393.0,13.533333333333333,88.168845395592,0.014629226689770193,0.9816865220336262,1007.627149737511,78.80035577349621,199.5383964248682,172.60758376844757,9.848794378655535,8855,7862.9837050931565,367,49,1014,3203,27,2962,87,7299,277,48,84,3280,3658,568,199,3,4995,2708,630,6958,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2431,2353,2078,1993
2013-11-16 14:00:00,45.0,0.930999999999999,47.333333333333336,2.2274499999999997,0.7694999999999999,16.666666666666668,48.0,36.666666666666664,45.375,1.125,71.4,0.020499999999999997,1.463777777777778,1006.8,195.0,161.72333333333333,346.0,14.016666666666666,85.29507631647361,0.01630338135181615,1.020260328738012,1007.5617197900089,110.64028461879697,190.20738380656127,216.68606701475807,10.585702169591094,8631,8061.386964074525,364,64,1072,3002,14,2943,81,7168,258,28,92,3324,3536,496,184,6,4897,2625,674,6754,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1966,2042,2208,2415
2013-11-16 15:00:00,29.0,1.1629999999999994,39.666666666666664,1.5902500000000002,0.6779999999999999,28.666666666666668,35.0,25.666666666666668,38.25,1.0,65.4,0.18100000000000002,1.5752222222222223,1006.6,122.0,112.81833333333334,254.0,14.066666666666668,82.51606105317889,0.017142705081452922,1.1089638185459654,1007.4093758320072,127.51222769503758,184.5105737119157,242.54885361180646,11.27189506900621,10766,8175.3095712596205,423,67,1259,3858,17,3604,97,8937,273,38,79,4225,4292,604,202,4,6082,3240,887,8330,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2628,2676,2626,2836
2013-11-16 16:00:00,30.0,1.1509999999999991,39.0,1.61895,0.6529999999999999,27.333333333333332,36.5,25.0,39.25,1.0,65.0,0.0,1.5655555555555558,1006.6,8.0,120.98833333333334,132.0,13.466666666666667,79.0928488425431,0.049914164065162345,1.2022154992812168,1007.2475006656058,126.40978215603008,170.17212563619924,244.8390828894452,11.830849388538303,11082,8693.447657007697,448,83,1223,3992,14,3719,120,9290,196,40,77,4307,4476,595,220,5,6249,3332,901,8597,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2835,2815,2760,2672
2013-11-16 17:00:00,55.0,0.557,56.333333333333336,2.3607500000000012,0.6202499999999997,16.333333333333332,41.5,23.333333333333332,50.625,1.2750000000000001,69.6,0.046999999999999986,1.2554444444444441,1006.7,-59.0,98.39833333333333,3.0,12.283333333333333,76.2742790740345,0.03993133125212988,1.2748835105360847,1007.1180005324848,102.72782572482406,160.33536717562606,222.27126631155616,12.158012844163975,10439,9171.158125606158,405,69,1187,3770,15,3563,125,8820,203,33,83,4077,4229,579,249,5,5950,3172,829,8212,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2588,2531,2632,2688
